"MAC","Hersteller","Straße", "Ort", "Land"
"1CBD0E","Amplified Engineering Pty Ltd","5 Turner Avenue","Bentley  WA  6102","AU"
"A0F217","GE Medical System(China) Co., Ltd.","No.19, ChangJiang Road","Wuxi  Jiangsu  214028","CN"
"F0A764","GST Co., Ltd.","#988-6, Gosaek-Dong, Gwonseon-Gu","Suwon-Si  Gyeonggi-Do  441-813","KR"
"1C0656","IDY Corporation","IDEMITSU Korakuen Bld 9F","Bunkyo-ku  Tokyo  112-0002","JP"
"6C504D","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"B8D06F","GUANGZHOU HKUST FOK YING TUNG RESEARCH INSTITUTE","Rm 403, North of Software Building,Nansha IT Park,","Guangzhou  Guangdong Privince  511458","CN"
"EC14F6","BioControl AS","Grimstad Gard","Rakkestad     N-1890","NO"
"7076F0","LevelOne Communications (India) Private Limited","2F, Lane 1, 45 Bharat Nagar","New Delhi  DELHI  110025","IN"
"088DC8","Ryowa Electronics Co.,Ltd","1483-1 Takahara-machi","Yamagata-shi  Yamagata-pref.  9900002","JP"
"5C17D3","LGE","60-39 , Kasan -dong , Gumcheon-gu.","Seoul     153-801","KR"
"8CE7B3","Sonardyne International Ltd","Blackbushe Business Park","Yateley  Hampshire  GU46 6GD","GB"
"1CDF0F","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"68BDAB","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"9CADEF","Obihai Technology, Inc.","2105 S. Bascom Ave #285","Campbell  CA  95008","US"
"D08999","APCON, Inc.","9255 SW Pioneer Court","Wilsonville  OR  97070","US"
"C88447","Beautiful Enterprise Co., Ltd","26th Floor, Beautiful Group Tower","","HK"
"A4A80F","Shenzhen Coship Electronics Co., Ltd.","Rainbow Bldg., North, Hi-Tech Industrial Park, Nanshan District,","Shenzhen  Guangdong  518057","CN"
"F8B599","Guangzhou CHNAVS Digital Technology Co.,Ltd","Buliding C, industy base of digital home application and demonstration ,zhongyi road Guangzhou higher education mega center","Guangzhou  Guangdong  510006","CN"
"B8921D","BG T&A","4F, L&C Tower","Gunpo-si  Gyeonggi-do  435-845","KR"
"C88B47","Nolangroup S.P.A con Socio Unico","via Terzi di S.Agata 2","Brembate di Sopra  Bergamo  24030","IT"
"C4CD45","Beijing Boomsense Technology CO.,LTD.","803 Building 4 INTERWEST Business Center,No.9 South Shouti Road ,HaidianDistrict,","Beijing    100048","CN"
"54FDBF","Scheidt & Bachmann GmbH","Breite Strasse 132","Moenchengladbach  NRW  41238","DE"
"D0BB80","SHL Telemedicine International Ltd.","90 Yigal Alon","Tel Aviv    67891","IL"
"E061B2","HANGZHOU ZENOINTEL TECHNOLOGY CO., LTD","Room 806, F#, Cambridge Combridge, Shenhua Road,District Xihu,","Hangzhou  Zhejiang  310030","CN"
"9411DA","ITF Fröschl GmbH","Hauserbachstraße 9","Walderbach  Bavaria  93194","DE"
"8039E5","PATLITE CORPORATION","19-2","SANDA  HYOUGOKEN  669-1339","JP"
"DC7B94","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"5CCA32","Theben AG","Hohenbergstraße 32","Haigerloch  Baden-Württemberg  72401","DE"
"C02BFC","iNES. applied informatics GmbH","Ohmstrasse 9","Ludwigsburg    71642","DE"
"94C7AF","Raylios Technology","12F., No.16, Jian 8th Rd","Zhonghe City  Taipei County   23511","TW"
"D81C14","Compacta International, Ltd.","31342 Via Las Palmas","San Juan Capistrano  CA  92675","US"
"008C10","Black Box Corp.","1000 Park Drive","Lawrence  PA  15055","US"
"B0B8D5","Nanjing Nengrui Auto Equipment CO.,Ltd","No.108 Ganjiabian East Yaohua Town","Nanjing  Jiangsu  210046","CN"
"94E711","Xirka Dama Persada PT","Gdg CM","Jakarta    13150","ID"
"90903C","TRISON TECHNOLOGY CORPORATION","No.3, Kung-Yeh 12th Rd., Ping-Jen Industrial Park,","Ping-Jen City,   TaoYuan County  32459","TW"
"80C6CA","Endian s.r.l.","Pillhof 47","Frangarto  Bolzano  39010","IT"
"14FEAF","SAGITTAR LIMITED","2-102, BLD34, BAIWANGMOLIYUAN","BEIJING    100094","CN"
"B081D8","I-sys Corp","2457 Aviation Ave","N. Charleston  South Carolina  29406","US"
"6C9B02","Nokia Corporation","Elektroniikkatie 10","Oulu    90570","FI"
"641E81","Dowslake Microsystems","21 High Street, Suite 306","North Andover  MA  01845","US"
"EC542E","Shanghai XiMei Electronic Technology Co. Ltd","Room 503, No.2623, GongHeXin Road","Shanghai    200072","CN"
"F0E5C3","Drägerwerk AG & Co. KG aA","Moislinger Allee 53-55","Luebeck  Germany  23452","DE"
"E05B70","Innovid, Co., Ltd.","5th Floor, Boga Building, 821-3, Bangbaedong, Seochogu","Seoul    137-060","KR"
"043604","Gyeyoung I&T","6F, Woosung Bldg. 1000-1, Daechi-dong","Seoul  135-502","KR"
"A4B2A7","Adaxys Solutions AG","Eichtalstrasse 55","Hombrechtikon  CH  8634","CH"
"D0D0FD","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"FCD4F6","Messana Air.Ray Conditioning s.r.l.","Via Venezia 18","Oderzo  TV  31046","IT"
"D466A8","Riedo Networks Ltd","Route de la Fonderie 6","Fribourg    1700","CH"
"F41F0B","YAMABISHI Corporation","3-14-12 Kamigou","Ebina-city  KANAGAWA  243-0434","JP"
"A082C7","P.T.I Co.,LTD","1-5-1,Tsurumidan","Koriyama-shi  Fukushima  963-8861","JP"
"D82986","Best Wish Technology LTD","7E,Hai Yi Business Building,No.310,Tianshan RD.,","Shanghai    200336","CN"
"446132","ecobee inc","333 Adelaide St W 6th Floor","Toronto  Ontario  M5V1R5","CA"
"7415E2","Tri-Sen Systems Corporation","17625 El Camino Real Suite 200","Houston  TX  77058","US"
"D48FAA","Sogecam Industrial, S.A.","Rosalind Franklin, 22-24","Malaga    29590","ES"
"78A714","Amphenol","20 Valley St.","Endicott  New York  13760","US"
"F450EB","Telechips Inc","KORAD Bldg,1000-12, Daechi-Dong, Gangnam-Gu,","Seoul    135-280","KR"
"E87AF3","S5 Tech S.r.l.","Via Tortona 72","Milano    20144","IT"
"141BBD","Volex Inc.","915 Tate Blvd. SE","Hickory  NC  28602","US"
"F893F3","VOLANS","3F IJU BD 770-13 YEOKSAM-DONG","SEOUL    135-928","KR"
"7866AE","ZTEC Instruments, Inc.","7715 Tiburon St. NE","Albuquerque  NM  87109","US"
"4C022E","CMR KOREA CO., LTD","6F, J-Tower, 24-5 Bangi-dong, Songpa-Gu","Seoul    138-050","KR"
"34AAEE","Mikrovisatos Servisas UAB","Savanoriu pr. 125","Kaunas    LT44146","LT"
"90E0F0","IEEE 1722a Working Group","8760 Sandy Parkway","Sandy  Utah  84070","US"
"F8AC6D","Deltenna Ltd","First Floor Unit 2","Chippenham  Wiltshire  SN15 1BN","GB"
"18B209","Torrey Pines Logic, Inc","12651 High Bluff Drive, #100","San Diego  CA  92130","US"
"988EDD","TE Connectivity Limerick","International Science Centre, Block 1","Castletroy  Co. Limerick","IE"
"98FC11","Cisco-Linksys, LLC","121 Theory Drive","Irvine  California  92612","US"
"34E0D7","DONGGUAN QISHENG ELECTRONICS INDUSTRIAL CO., LTD","XINJI INDUSTRIAL ZONE, MACHONG TOWN","DONGGUAN  GUANGDONG  523123","CN"
"D84606","Silicon Valley Global Marketing","830 Stewart Dr. #201","Sunnyvale  Ca  94085","US"
"40520D","Pico Technology","James House, Marlborough Road","St Neots  Cambridgeshire   PE19 8YP","GB"
"807D1B","Neosystem Co. Ltd.","4-19-12 Takao","Dazaifu-shi  Fukuoka  818-0122","JP"
"48FCB8","Woodstream Corporation","69 N. Locust Street","Lititz  PA  17543","US"
"C848F5","MEDISON Xray Co., Ltd","3F Burim B/D 999 Daechi-dong","Seoul    135-280","KR"
"1880CE","Barberry Solutions Ltd","2/13 Naviti Place","Auckland    0630","NZ"
"D84B2A","Cognitas Technologies, Inc.","6406 Laurel Bush Ln.","Sugar Land  Texas  77479","US"
"684B88","Galtronics Telemetry Inc.","31 Lupi Ct","Palm Coast  Florida  32137","US"
"A4AE9A","Maestro Wireless Solutions ltd.","3603-9, 36/F","Sai Ying Pun","HK"
"CC5C75","Weightech Com. Imp. Exp. Equip. Pesagem Ltda","Rodovia Virgílio Várzea, 3110 - Sala 01","Florianópolis  SC  88032-001","BR"
"74B9EB","JinQianMao Technology Co.,Ltd.","Room 506 YongHeng Building NO.58 JiangBing Raod","FuZhou  FuJian  350005","CN"
"D45297","nSTREAMS Technologies, Inc.","10F-2, No. 302, Ruiguang Rd., Neihu District,","Taipei City    114","TW"
"A4561B","MCOT Corporation","Yogohigashi 1-5-12","Matsuyama city  Ehime prefecture  790-0044","JP"
"80C63F","Remec Broadband Wireless , LLC","17034 Camino San Bernardo","San Diego  CA  92127","US"
"40D40E","Biodata Ltd","10 Stocks Street","Manchester    M8 8QG","GB"
"0C826A","Wuhan Huagong Genuine Optics Technology Co., Ltd","Science & Technology Region of HUST, Donghu High-Tech Zone","Wuhan  Hubei  430223","CN"
"7C051E","RAFAEL LTD.","GUSH SEGEV POB 2250","HAIFA    31008","IL"
"E0271A","TTC Next-generation Home Network System WG","1-1-12 Shiba Kouen","Minato-ku  Tokyo  105-0011","JP"
"0097FF","Heimann Sensor GmbH","Maria-Reiche-Str. 1","Dresden  Sachsen  01109","DE"
"E4AB46","UAB Selteka","DraugystÃ«s g. 19","Kaunas    LT-51230","LT"
"945B7E","TRILOBIT LTDA.","R. ALVARENGA 1377","São Paulo    05509002","BR"
"04E548","Cohda Wireless Pty Ltd","Suite 5 / 83 Fullarton Road","Kent Town  South Australia  5067","AU"
"2893FE","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"F4C795","WEY Technology AG","Dorfstrasse 57","Unterengstringen  Zurich  8103","CH"
"781185","NBS Payment Solutions Inc.","703 Evans Ave","Toronto  Ontario  M9C 5E9","CA"
"78A2A0","Nintendo Co., Ltd.","11-1 HOKOTATE-CHO KAMITOBA, MINAMI-KU","KYOTO  KYOTO  601-8501","JP"
"24B6B8","FRIEM SPA","Via Edison 1","Segrate  Milano  20090","IT"
"D4000D","Phoenix Broadband Technologies, LLC.","589 Bethlehem Pike","Montgomeryville  PA  18936","US"
"AC5135","MPI TECH","Vadstrupvej 35","Bagsværd    DK-2880","DK"
"44D63D","Talari Networks","3200 Glen Royal Rd.","Raleigh   NC  27617","US"
"08F6F8","GET Engineering","9350 Bond Ave","El Cajon  CA  92021","US"
"7071BC","PEGATRON CORPORATION","5F No. 76, Ligong St., Beitou District","Taipei City  Taiwan  112","TW"
"7884EE","INDRA ESPACIO S.A.","C/ ROC BORONAT, 133","BARCELONA    08018","ES"
"10090C","JANOME Corporation","1463 Hazama-Machi","Hachioji-Shi  Tokyo  193-0941","JP"
"E01CEE","Bravo Tech, Inc.","6185 Phyllis Dr. Unit D.","Cypress  CA  90630","US"
"A4C2AB","Hangzhou LEAD-IT Information & Technology Co.,Ltd","F2 Builder B,Xidomen Road NO.22","Hangzhou  Zhejiang  310012","CN"
"48AA5D","Store Electronic Systems","39 rue de montigny","Argenteuil    95100","FR"
"0CC9C6","Samwin Hong Kong Limited","Rm 901-902, 9/F, Futura Plaza,","Hong Kong","CN"
"1062C9","Adatis GmbH & Co. KG","Forchheimer Straße 6","Nürnberg  Bavaria  90425","DE"
"D8AE90","Itibia Technologies","5 Clausen Ct","West Windsor  NJ  08550","US"
"E85E53","Infratec Datentechnik GmbH","Gevener Weg 38","Neuenrade  NRW  58579","DE"
"88BA7F","Qfiednet Co., Ltd.","#204 KJ Bldg. DaeChi-Dong","Seoul    135-847","KR"
"64DB18","OpenPattern","109/111 rue des Côtes","Maisons Laffitte  Yvelines  78600","FR"
"5C35DA","There Corporation Oy","Elimäenkatu 5","Helsinki    00510","FI"
"3C4C69","Infinity System S.L.","Crtra. N-II, Km 48,5 Pol. Ind. Cabanillas del Campo, Parc. 12B","Guadalajara    19171","US"
"7830E1","UltraClenz, LLC","1440 W Indiantown Road","Jupiter  FL  33458","US"
"B09134","Taleo","4140 Dublin Blvd","Dublin  California  94568","US"
"D05875","Active Control Technology Inc.","1800 Appleby Line","Burlington  Ontario  L7L 6A1","CA"
"D81BFE","TWINLINX CORPORATION","ESPACE DESCARTES BAT B","AIX EN PROVENCE  PROVENCE  13857","FR"
"042F56","ATOCS (Shenzhen) LTD","4/F., Building 10, Tongfuyu Industry Zone, Xili Town,","Shenzhen","CN"
"90A2DA","GHEO SA","Via Soldini, 22","Chiasso    CH-6830","CH"
"9889ED","Anadem Information Inc.","2nd F, 79 Zhouzi Street, Neihu District,","Taipei    114","TW"
"FC4463","Universal Audio, Inc","4585 Scotts Valley Dr.","Scotts Valley  CA  95066","US"
"C8EF2E","Beijing Gefei Tech. Co., Ltd","A-603 Power Creative Plaza, NO.1 Shangdi E. Rd.,Haidian District,","Beijing    100085","CN"
"102D96","Looxcie Inc.","1196 Borregas Ave.","Sunnyvale  CA  94089","US"
"B8653B","Bolymin, Inc.","13F-1, No.20, Ta-Long Rd.,","Taichung    40310","TW"
"38E8DF","b gmbh medien + datenbanken","Kurfuerstenstrasse 22","Ludwigsburg  BW  71636","DE"
"1C129D","IEEE PES PSRC/SUB","Working Group H7/Sub C7 (IEEE PC37.238)","Piscataway  NJ  08854","US"
"E0CA4D","Shenzhen Unistar Communication Co.,LTD","9/F,Qinghai Building,7043, Berhuan Road, Futian District,","Shenzhen  Guangdong  518034","CN"
"A06986","Wellav Technologies Ltd","15F Desay Building","Huizhou  Guangdong  516003","CN"
"EC8EAD","DLX","#401, Seoil B/D,1359-45 Seocho2-dong","Seoul    137-863","KR"
"F0B6EB","Poslab Technology Co., Ltd.","5F-1, No.490 Bannan Rd.","Jhonghe City    235","TW"
"1C8F8A","Phase Motion Control SpA","via Adamoli, 461","Genova    IT16141","IT"
"FCCCE4","Ascon Ltd.","1-15-27 Minato-machi","Fukuyama –shi  Hiroshima-ken  721-0964","JP"
"60B3C4","Elber Srl","via Pontevecchio 42 W","Carasco  Ge  16042","IT"
"04C880","Samtec Inc","520 Park East Blvd","New Albany  IN  47150","US"
"BCD5B6","d2d technologies","10611 roundwood glen ct","Jacksonville  Fl  32256","US"
"FC683E","Directed Perception, Inc","890C Cowan Road","Burlingame  California  94010","US"
"28E794","Microtime Computer Inc.","4F, No. 222, Sec. 4, Cheng-Teh Rd.,","Taipei    11167","TW"
"34C69A","Enecsys Ltd","Harston Mill","Cambridge  Cambridgeshire  CB22 7GG","GB"
"F88DEF","Tenebraex","27 Drydock Avenue","Boston  MA  02210","US"
"042234","Wireless Standard Extensions","1322 Crossman avenue","Sunnyvale  California  94089","US"
"94592D","EKE Building Technology Systems Ltd","Piispanportti 7","Espoo  -  02240","US"
"CC69B0","Global Traffic Technologies, LLC","7800 Third Street North","St. Paul  Minnesota  55128","US"
"80C862","Openpeak, Inc","1750 Clint Moore Rd","Boca Raton  Florida  33487","US"
"0CD502","Westell Technologies Inc.","750 N Commons Dr","Aurora  IL  60504","US"
"5850E6","Best Buy Corporation","7601 Penn Ave South","Richfield  MN  55423","US"
"3C1CBE","JADAK LLC","7279 William Barry Blvd","North Syracuse  NY  13212","US"
"7C08D9","Shanghai B-Star Technology Co","1158 Xiehe Road","Shanghai    200335","CN"
"A0BFA5","CORESYS","267-1 Nonhyundong Gangnamgu","Seoul    135-833","KR"
"B05B1F","THERMO FISHER SCIENTIFIC S.P.A.","STRADA RIVOLTANA KM 6/7","RODANO  MILAN  20090","IT"
"ECE9F8","Guang Zhou TRI-SUN Electronics Technology Co., Ltd","9th floor Guangzhou info port building B, Keyun Road, Tianhe District, Guangzhou ,PRC","Guangzhou  Guangdong  510665","CN"
"34CE94","Parsec (Pty) Ltd","Building 8-10 Manhattan Office Park","Centurion  Gauteng  0157","ZA"
"A438FC","Plastic Logic","650 Castro St., Suite 500","Mountain View  CA  94041","US"
"18FC9F","Changhe Electronics Co., Ltd.","6th Floor, Building B, Dajiahao Square, YuÂ¡Â¯an 1st Road, BaoÂ¡Â¯an,","Shenzhen  Guangdong  518101","CN"
"A0593A","V.D.S. Video Display Systems srl","Via Del Pantano 71","SCANDICCI  FI  50018","IT"
"CCEA1C","DCONWORKS Co., Ltd","182-13 Daerung Post Tower 2nd 5F","Seoul    152-847","KR"
"687F74","Cisco-Linksys, LLC","121 Theory Drive","Irvine  California  92612","US"
"38E98C","Reco S.p.A.","via dell'Industria, 8","Montano Lucino  CO  22070","IT"
"34EF8B","NTT Communications Corporation","NTT Hibiya Bldg. 7F","Chiyoda-ku  Tokyo  100-8019","JP"
"2059A0","Paragon Technologies Inc.","68 North 4th Ring Rd West,","Beijing    100080","CN"
"E4FFDD","ELECTRON INDIA","TYPE II, NO.9, DR. V.S.I. ESTATE","CHENNAI  TAMIL NADU  600 041","IN"
"68A1B7","Honghao Mingchuan Technology (Beijing) CO.,Ltd.","Floor 8,Tower A, Wanliu Yicheng Building","Beijing    100089","CN"
"0CD7C2","Axium Technologies, Inc.","6625 N. Calle Eva Miranda","Irwindale  CA  91702","US"
"C4198B","Dominion Voting Systems Corporation","215 Spadina Avenue","Toronto  Ontario  M5T 2C7","CA"
"10880F","Daruma Telecomunicações e Informática S.A.","AVENIDA INDEPENDENCIA, 3500, LOTEAMENTO INDUSTRIAL","Taubaté  São Paulo  12032-000","BR"
"FC6198","NEC Personal Products, Ltd","6-80, Shimohanazawa 2-chome,","Yonezawa-shi  Yamagata  992-8520","JP"
"74D850","Evrisko Systems","2322 Alpine Rd, Ste 10","Eau Claire  WI  54703","US"
"78998F","MEDILINE ITALIA SRL","VIA 8 MARZO, 4","CORTE TEGGE  REGGIO NELL'EMILIA  42025","IT"
"F8472D","X2gen Digital Corp. Ltd","# 89, Singlong Rd","Pin-Jhen City,     324","TW"
"849000","Arnold&Richter Cine Technik GmbH & Co. Betriebs KG","Herbert-Bayer-Str. 10","Munchen  Bavaria  80807","DE"
"08184C","A. S. Thomas, Inc.","355 Providence Hwy","Westwood  MA  02090","US"
"E84ECE","Nintendo Co., Ltd.","11-1 HOKOTATE-CHO KAMITOBA, MINAMI-KU","KYOTO  KYOTO  601-8501","JP"
"1045F8","LNT-Automation GmbH","Hans-Paul-Kaysser-Straße 1","Leutenbach-Nellmersbach  BW  D-71397","DE"
"DCE71C","AUG Elektronik GmbH","Kleinwoellmiss 53","St. Martin a. W.  Styria  A-8580","AT"
"A870A5","UniComm Inc.","7F-7, No. 716, Chung-Cheng Road,","Chung-Ho City  Taipei Hsien  23500","TW"
"D0D286","Beckman Coulter K.K.","454-32 Higashino,","Nagaizumi-cho, Sunto-gun,  Shizuoka-ken  411-0943","JP"
"24D2CC","SmartDrive Systems Inc.","9276 Scranton Road","San Diego  CA  92121","US"
"0CEF7C","AnaCom Inc","1996 Lundy Ave","San Jose  CA  95131","US"
"40ECF8","Siemens AG","I IS MS EDM","Munich  Germany  85630","DE"
"54B620","SUHDOL E&C Co.Ltd.","920, Ilsan TechnoTown 1141-1, Baekseok-dong, Ilsandong-gu","Goyang-si  Gyunggi-do  410-722","KR"
"78C40E","H&D Wireless","Sjövägen 17","Solna    169 55","SE"
"C8873B","Net Optics","5303 Betsy Ross Drive","Santa Clara  CA  95054","US"
"2C0623","Win Leader Inc.","Level 3 ,Alexander House,","Ebene","MU"
"0C2755","Valuable Techologies Limited","602, Centre Point, J.B.Nagar,","Mumbai  Maharashtra  400059","IN"
"BCB181","SHARP CORPORATION","22-22,Nagaike-cho,","Osaka,    545-8522,","JP"
"E41F13","IBM Corp","3039 E Cornwallis Road","Research Triangle Park  NC  27709-2195","US"
"C83A35","Tenda Technology Co., Ltd.","Room 601-602,R/D Building Complex,Tsinghua High-Tech Park,nanshan district","Shenzhen  Guandong  518057","CN"
"6C8CDB","Otus Technologies Ltd","26 Braid Road","Edinburgh  Morningside  EH10 6AD","GB"
"40F52E","Leica Microsystems (Schweiz) AG","Max Schmidheiny-Strasse 201","Heerbrugg  SG  9435","CH"
"906DC8","DLG Automação Industrial Ltda","Rua José Batista Soares, 53","Sertãozinho  São Paulo  14176-119","BR"
"4456B7","Spawn Labs, Inc","2209 Granger Lane","Austin  TX  78613","US"
"44C9A2","Greenwald Industries","212 Middlesex Avenue","Chester  CT  06412","US"
"406186","MICRO-STAR INT'L CO.,LTD","No.69,Li-De St","Jung-Ho City  Taipei Hsien  235","TW"
"A8CE90","CVC","No.361,Renhua Rd.,","Dali City  Taichung  412","TW"
"002721","Shenzhen Baoan Fenda Industrial Co., Ltd","Fenda Hi-Tech Park","Baoan   Shenzhen  518108","CN"
"584CEE","Digital One Technologies, Limited","Room 2203, No.1 Shangdi Xinxi Road","Beijing    100085","CN"
"A07332","Cashmaster International Limited","Fairykirk Road","Rosyth  Fife  KY11 2QQ","GB"
"64C6AF","AXERRA Networks Ltd","24  Raoul Wallenberg St. ,","Tel-Aviv    ISRAEL  69719","IL"
"701AED","ADVAS CO., LTD.","3-8-8 Shin-yokohama, Kohoku-ku","Yokohama-shi  Kanagawa-ken  222-0033","JP"
"6465C0","Nuvon, Inc","3130 Alpine Road","Portola Valley  California  94028","US"
"00271A","Geenovo Technology Ltd.","Unit 402, 4/F., Tower I,SHUI QING MU HUA YUAN,","Beijing    100080","CN"
"002714","Grainmustards, Co,ltd.","HEIWA MK Bldg,2-48-4,Nihonbashi-Hama-cho","Tokyo    103-0007","JP"
"002715","Rebound Telecom. Co., Ltd","12F,Building No.82,No.1198,North Qinzhou Rd,","Shanghai    200233","CN"
"00270F","Envisionnovation Inc","4 Wareham Drive","Mississauga  Ontario  L5M 1B6","CA"
"00270A","IEE S.A.","ZAE Weiergewan","Contern    L-5326","LU"
"002709","Nintendo Co., Ltd.","11-1 HOKOTATE-CHO KAMITOBA, MINAMI-KU","KYOTO  KYOTO  601-8501","JP"
"44568D","PNC Technologies Co., Ltd.","Development Center","Anyang  Gyeonggi-Do  431-836","KR"
"7C1EB3","2N TELEKOMUNIKACE a.s.","Modranska 621","Prague    143 01","CZ"
"002701","INCOstartec GmbH","Rheinstraße 17","Teltow  Germany  14513","DE"
"0026FB","AirDio Wireless, Inc.","13-5, No. 79, Sec. 1, Hsin Tai Wu Road","Hsichih City, Taipei County  Taiwan  22101","TW"
"0026F5","XRPLUS Inc.","#805 Ace Techno Tower 2nd 197-17","Seoul    152-766","KR"
"0026F8","Golden Highway Industry Development Co., Ltd.","Floor 7, Block 8, Vision Shenzhen Business Park, No.9 Gaoxin 9th South Road","Shenzhen City  Guangdong Province  518057","CN"
"0026DF","TaiDoc Technology Corp.","7F, No. 127, Wugong 2nd Rd., 24888 Wugu Township","Taipei County  Taiwan  24888","TW"
"0026D8","Magic Point Inc.","Suite 203, Building 17, No. 295 Lin Nan Road, Pudong Software Park Sanlin World Expo Block","Shanghai    2000126","CN"
"0026D6","Ningbo Andy Optoelectronic Co., Ltd.","Lanjiang Street Industrial Zone","Yuyao  Zhejiang  315400","CN"
"0026A2","Instrumentation Technology Systems","19360 Business Center Drive","Northridge  CA  91324","US"
"00269F","Private","","00-26-99   (hex)		Cisco Systems, Inc","002699     (base 16)		Cisco Systems, Inc"
"0026F4","Nesslab","489-2 Maetan 3-dong, Yeong Tong-gu","Suwon-si  Gyeonggi-do  443-803","KR"
"0026EE","TKM GmbH","Schlossstraße 123","Mönchengladbach  NRW  41238","DE"
"0026EF","Technology Advancement Group, Inc.","22355 Tag Way","Dulles  VA  20166-9310","US"
"0026E6","Visionhitech Co., Ltd.","Vision bldg. 150-3","Buchon  Kyunggi-Do  420-822","KR"
"0026B2","Setrix GmbH","Josephspitalstr. 15","Muenchen  Bayern  80331","DE"
"0026AF","Duelco A/S","Mommarkvej 5","Soenderborg  Soenderjylland  DK6400","DK"
"0026B3","Thales Communications Inc","22605 Gateway Center Drive","Clarksburg  MD  20871","US"
"0026D1","S Squared Innovations Inc.","6807-104 Street","Edmonton  AB  T6H 2L5","CA"
"0026D3","Zeno Information System","#1404 A-Dong Digital Empire Bldg, 980-3, Youngtong-dong, Youngtong-gu","Suwon City  Gyeonggi-Do  443-702","KR"
"0026CB","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"002687","corega K.K","1-19-20, Shinyokohama","Yokohama-city  Kanagawa-ken  222-0033","JP"
"00268D","CellTel S.p.A.","Via Romano 72","Scarmagno  Torino  10010","IT"
"002628","companytec automação e controle ltda.","Rua Marcilio Dias 3005","Pelotas  Rio Grande do Sul  96020-480","BR"
"00261F","SAE Magnetics (H.K.) Ltd.","SAE Technology Centre","Hong Kong Science Park  Shatin, New Territories","HK"
"00261E","QINGBANG ELEC(SZ) CO., LTD","No. 2, qimin Rd. North District, High-tech Industrial Park, Nanshan,","Shenzhen  Guangdong  518000","CN"
"002619","FRC","1511 South Benjamin Avenue","Mason City  IA  50401","US"
"002640","Baustem Broadband Technologies, Ltd.","910 Quantum Plaza","Beijing    100191","CN"
"002633","MIR - Medical International Research","Via del Maggiolino 125","Rome  RM  00155","IT"
"00266A","ESSENSIUM NV","Gaston Geenslaan 9","LEUVEN  VL BRABANT  3001","BE"
"00266B","SHINE UNION ENTERPRISE LIMITED","UNIT 1211, 12FL., CHEVALIER COMMERCIAL CENTER,","KOWLOON    NIL","HK"
"002667","CARECOM CO.,LTD.","3-35-4","Chofu  Tokyo  182-0025","JP"
"0025FE","Pilot Electronics Corporation","No. 2, Tzu-Chiang 3rd Road, Chung-Li Industrial Zone,","Taoyuan   Hsien  32063","TW"
"0025FA","J&M Analytik AG","Willy-Messerschmitt-Strasse 8","Essingen  BW  73457","DE"
"002647","WFE TECHNOLOGY CORP.","17F NO.238,Chin-Hua N Rd,","Taichung    404","TW"
"002653","DaySequerra Corporation","154 Cooper Road","West Berlin  NJ  08091","US"
"002630","ACOREL S.A.S","3, Rue Paul LANGEVIN","SAINT-PERAY    F-07130","FR"
"00262A","Proxense, LLC","689 NW Stonepine Dr","Bend  Oregon  97701","US"
"00267B","GSI Helmholtzzentrum für Schwerionenforschung GmbH","Planckstraße 1","Darmstadt  Hessen  64291","DE"
"002596","GIGAVISION srl","Via Figini, 16","Muggiò  Milano  20053","IT"
"002595","Northwest Signal Supply, Inc","12965 SW Herman Rd","Tualatin  OR  97062","US"
"00258F","Trident Microsystems, Inc.","3408 Garrett Drive","Santa Clara  CA  95054","US"
"002589","Hills Industries Limited","5 Cambria Road","Melbourne  VIC  3173","AU"
"002585","KOKUYO S&T Co., Ltd.","1-8-35","Minato-ku  Tokyo  108-8710","JP"
"0025C9","SHENZHEN HUAPU DIGITAL CO., LTD","Futian District,Chegongmiao,TianAn Cyberpark","ShenZhen  Guangdong Province  518040","CN"
"0025BE","Tektrap Systems Inc.","15 Buteau St.","Gatineau  Quebec  J8Z 1V4","CA"
"0025EA","Iphion BV","Willemstraat 106","Eindhoven    5616GE","NL"
"0025F0","Suga Electronics Limited","Units 1904-1907, Chevalier Commercial Centre,","Kowloon Bay  Hong Kong","CN"
"0025B5","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"0025E8","Idaho Technology","390 Wakara way","Salt Lake city  UT  84108","US"
"0025E4","OMNI-WiFi, LLC","70 Sullivan Street","Berwick  Maine  03901","US"
"002581","x-star networks Inc.","1F,NO1-2,Chungching S.Rd.Sec 3","Taipei    10076","TW"
"0025A0","Nintendo Co., Ltd.","11-1 HOKOTATE-CHO KAMITOBA, MINAMI-KU","KYOTO  KYOTO  601-8501","JP"
"00259B","Beijing PKUNITY Microsystems Technology Co., Ltd","11th Floor, Resource Plaza, No.151 North Zhongguancun Street","Beijing    100080","CN"
"0025D7","CEDO","Videnska 127","BRNO    61900","CZ"
